class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
thumbs up,0.8014588952064514,0.8223243951797485,-5.8250105212209746e-05,0.7262276411056519,0.7701192498207092,0.04802306741476059,0.6894015073776245,0.6725624203681946,0.08808668702840805,0.6902729272842407,0.5925053358078003,0.12429910153150558,0.7088502049446106,0.5557486414909363,0.15011757612228394,0.7064298987388611,0.5538746118545532,0.04868919774889946,0.692627489566803,0.43369266390800476,0.09645704925060272,0.6844813227653503,0.4014509916305542,0.13007992506027222,0.6818885803222656,0.39968156814575195,0.14886540174484253,0.7539949417114258,0.5337598323822021,0.05038249492645264,0.7478284239768982,0.5041033625602722,0.12751686573028564,0.7471182942390442,0.5478233098983765,0.14775297045707703,0.7481650710105896,0.5834968090057373,0.14119026064872742,0.7972665429115295,0.5434449911117554,0.06001178175210953,0.7901433110237122,0.5369420051574707,0.13474062085151672,0.7857364416122437,0.5833975672721863,0.1335907280445099,0.7851908206939697,0.620903730392456,0.10887367278337479,0.8370445966720581,0.5642983913421631,0.0717432051897049,0.8279356360435486,0.5669179558753967,0.130440354347229,0.8207412362098694,0.6067861318588257,0.1417275369167328,0.8192696571350098,0.640020489692688,0.13583432137966156
thumbs up,0.7642695307731628,0.8116798400878906,-5.017154762754217e-05,0.7242591381072998,0.6489527225494385,0.01484143827110529,0.7016282677650452,0.5050374269485474,-0.015445946715772152,0.6912604570388794,0.3961409330368042,-0.03939923271536827,0.6799451112747192,0.31343138217926025,-0.06301236152648926,0.7061001658439636,0.5371809601783752,-0.11472275853157043,0.779770016670227,0.4557572603225708,-0.10324034094810486,0.7737178802490234,0.49365103244781494,-0.0715096965432167,0.752103328704834,0.5234206318855286,-0.05175507813692093,0.7387661933898926,0.6041755080223083,-0.13492311537265778,0.8116111159324646,0.5160117149353027,-0.11622869223356247,0.8046021461486816,0.5483083724975586,-0.07295607030391693,0.7884328961372375,0.585241436958313,-0.06530097872018814,0.7730355262756348,0.669809877872467,-0.14552049338817596,0.8311962485313416,0.5805720090866089,-0.1202813908457756,0.8249040246009827,0.6090096831321716,-0.0729043111205101,0.8086627125740051,0.6426587104797363,-0.06274507194757462,0.8049712777137756,0.7282793521881104,-0.1589706987142563,0.843281626701355,0.654110848903656,-0.13147582113742828,0.8406229615211487,0.6788464188575745,-0.09811040014028549,0.8287891745567322,0.7111791968345642,-0.08952092379331589
thumbs up,0.7942341566085815,0.7785017490386963,1.6707523172954097e-05,0.7558960318565369,0.6182993650436401,0.05098096281290054,0.7244385480880737,0.48758572340011597,0.06254761666059494,0.7052116394042969,0.38233986496925354,0.06887781620025635,0.6917945742607117,0.30678385496139526,0.0684349462389946,0.732816219329834,0.4392330050468445,0.0033450101036578417,0.7021089196205139,0.42448124289512634,0.05927519500255585,0.7077857255935669,0.4596642553806305,0.0927741676568985,0.7200630903244019,0.48452916741371155,0.10558979213237762,0.7584408521652222,0.4915451407432556,-0.013488148339092731,0.7256574630737305,0.48514261841773987,0.0647742822766304,0.7297586798667908,0.5124019980430603,0.08805155009031296,0.7396257519721985,0.5450479984283447,0.076634481549263,0.7807628512382507,0.5515480041503906,-0.017209047451615334,0.7541247010231018,0.5344085693359375,0.06166505068540573,0.7551898956298828,0.5615304708480835,0.0813293382525444,0.7622665762901306,0.5948930382728577,0.07098983228206635,0.7994838953018188,0.6120951175689697,-0.017928695306181908,0.7796527743339539,0.5736305117607117,0.0494307316839695,0.7802837491035461,0.5981630682945251,0.07838425040245056,0.786200761795044,0.6337754130363464,0.08250072598457336
thumbs up,0.781434953212738,0.7588165402412415,-1.619926842977293e-05,0.7415547370910645,0.6077299118041992,0.020929498597979546,0.7137203812599182,0.4612508714199066,-0.005592887289822102,0.6911516189575195,0.35264813899993896,-0.03337666019797325,0.6770213842391968,0.2637825012207031,-0.056241780519485474,0.7603582143783569,0.43120551109313965,-0.1306036412715912,0.6943498253822327,0.4146788418292999,-0.14735274016857147,0.6975186467170715,0.4570188820362091,-0.10692714899778366,0.7147098779678345,0.46362361311912537,-0.07907511293888092,0.7827024459838867,0.5085367560386658,-0.1654382050037384,0.7055937647819519,0.48768723011016846,-0.18761685490608215,0.7072091102600098,0.5259612202644348,-0.1494935154914856,0.7186378836631775,0.5497123003005981,-0.1372023969888687,0.797814667224884,0.5855541229248047,-0.1919442117214203,0.724014937877655,0.5568108558654785,-0.20790135860443115,0.7243714928627014,0.5872979760169983,-0.16084928810596466,0.734977126121521,0.6116548776626587,-0.13797686994075775,0.8073290586471558,0.6608889102935791,-0.2197396457195282,0.7566383481025696,0.6281096935272217,-0.22930580377578735,0.7558775544166565,0.6527837514877319,-0.20906706154346466,0.7628892660140991,0.6765254139900208,-0.2002280205488205
thumbs up,0.7769864201545715,0.73727947473526,-0.0001277436822419986,0.7208636403083801,0.6011114120483398,0.005459209438413382,0.701665461063385,0.4488948881626129,-0.025486862286925316,0.6888337731361389,0.3262619972229004,-0.05769830942153931,0.6854860782623291,0.2286055088043213,-0.0711376890540123,0.7689036726951599,0.37818506360054016,-0.12611591815948486,0.6620725989341736,0.4129161834716797,-0.1544293314218521,0.6674479842185974,0.4706113338470459,-0.12088016420602798,0.6974214911460876,0.4662924110889435,-0.10061433166265488,0.7940385937690735,0.4533834159374237,-0.15817545354366302,0.6734945178031921,0.4869304895401001,-0.18718619644641876,0.6817893981933594,0.5307567715644836,-0.14318536221981049,0.7077503800392151,0.5235374569892883,-0.12257972359657288,0.8049024343490601,0.5369000434875488,-0.1864987164735794,0.6909831762313843,0.564986526966095,-0.2058161348104477,0.7005446553230286,0.6030902862548828,-0.14815199375152588,0.7253968715667725,0.5940372943878174,-0.11824096739292145,0.8073989748954773,0.6216226816177368,-0.2196582406759262,0.723151445388794,0.629070520401001,-0.2286057323217392,0.7237511277198792,0.6488638520240784,-0.2023843228816986,0.7404034733772278,0.6424770355224609,-0.19036054611206055
thumbs up,0.7725932598114014,0.7158657908439636,-8.828666614135727e-05,0.7095389366149902,0.577936053276062,0.006655844859778881,0.6892974972724915,0.4266465902328491,-0.022927405312657356,0.6783583164215088,0.3019474148750305,-0.05356188490986824,0.6703996062278748,0.2026187777519226,-0.06714332103729248,0.754309892654419,0.3719351887702942,-0.1214996725320816,0.645911455154419,0.40652287006378174,-0.14855267107486725,0.6550919413566589,0.46351364254951477,-0.11172231286764145,0.6873791217803955,0.46004518866539,-0.08913608640432358,0.7825261354446411,0.4413922131061554,-0.1511354148387909,0.6585419178009033,0.48866769671440125,-0.17354030907154083,0.670080840587616,0.5306516885757446,-0.12039041519165039,0.6987338662147522,0.5205791592597961,-0.08938884735107422,0.7962111234664917,0.5215810537338257,-0.17899298667907715,0.6762570738792419,0.5694267153739929,-0.18940256536006927,0.6891071796417236,0.6032242178916931,-0.13053302466869354,0.7182309627532959,0.5870732665061951,-0.10112030059099197,0.8008390665054321,0.6067062020301819,-0.21112117171287537,0.7093744277954102,0.6298635005950928,-0.20898087322711945,0.7147722840309143,0.6501854062080383,-0.18437407910823822,0.7377126216888428,0.6399019956588745,-0.1765761822462082
thumbs up,0.7650068998336792,0.7026170492172241,-0.00010073938028654084,0.7037081122398376,0.5690906643867493,0.009251856245100498,0.683537483215332,0.41806209087371826,-0.015100357122719288,0.675128161907196,0.2926541268825531,-0.04054323211312294,0.6643482446670532,0.19577667117118835,-0.04695732146501541,0.745990514755249,0.36633411049842834,-0.11951608955860138,0.6446805000305176,0.40213292837142944,-0.14360706508159637,0.6492727994918823,0.4631706178188324,-0.10605951398611069,0.677012026309967,0.4638057351112366,-0.08368708938360214,0.7722756266593933,0.43698805570602417,-0.1498897671699524,0.6543769836425781,0.48815834522247314,-0.17290683090686798,0.6624144911766052,0.5362815856933594,-0.11267511546611786,0.6881545186042786,0.5295913219451904,-0.07917790114879608,0.784250795841217,0.5183387398719788,-0.17897894978523254,0.6697830557823181,0.5708184242248535,-0.18761371076107025,0.6825381517410278,0.6047047972679138,-0.12204976379871368,0.7108058929443359,0.5891199707984924,-0.08946493268013,0.787905216217041,0.6047912836074829,-0.21223992109298706,0.6970531344413757,0.6327122449874878,-0.20786115527153015,0.7023065090179443,0.6545295715332031,-0.1822517067193985,0.7250654697418213,0.6470800638198853,-0.17785724997520447
thumbs up,0.7641048431396484,0.689706027507782,-6.404096347978339e-05,0.7015805840492249,0.5627046823501587,0.010156834498047829,0.6785209774971008,0.4108944833278656,-0.014930451288819313,0.6681541800498962,0.2854161858558655,-0.039867233484983444,0.6584239602088928,0.18834435939788818,-0.04804065078496933,0.7389958500862122,0.35685044527053833,-0.12751081585884094,0.6354254484176636,0.4034983515739441,-0.14471036195755005,0.6440887451171875,0.4635082185268402,-0.1001991257071495,0.6733095049858093,0.45954298973083496,-0.07507532835006714,0.7660722732543945,0.4275842010974884,-0.15772464871406555,0.6454198360443115,0.4860479235649109,-0.17507559061050415,0.6571729183197021,0.5317200422286987,-0.10804838687181473,0.6844851970672607,0.5201635360717773,-0.0729897990822792,0.7792196273803711,0.5087413191795349,-0.18590232729911804,0.661419153213501,0.5703169703483582,-0.18846185505390167,0.6769546270370483,0.6022391319274902,-0.12024452537298203,0.7062422037124634,0.5821468830108643,-0.08962412923574448,0.7836202383041382,0.5943669676780701,-0.21805156767368317,0.6906578540802002,0.6343921422958374,-0.210222527384758,0.6979236006736755,0.6551664471626282,-0.18558306992053986,0.7219942212104797,0.6430048942565918,-0.18488642573356628
thumbs up,0.75682133436203,0.678706169128418,-3.172671131324023e-05,0.6953759789466858,0.5525593161582947,0.001233828952535987,0.6725946664810181,0.4035215675830841,-0.026536190882325172,0.6644777655601501,0.2820444405078888,-0.05035875737667084,0.656231164932251,0.1871422827243805,-0.05919501557946205,0.7371562123298645,0.3505895435810089,-0.136794775724411,0.6302163600921631,0.4093368947505951,-0.15098942816257477,0.6402261257171631,0.46692225337028503,-0.10533186793327332,0.67030930519104,0.458186537027359,-0.08290914446115494,0.7640173435211182,0.42747846245765686,-0.16152574121952057,0.6402674317359924,0.49319469928741455,-0.17716257274150848,0.6558206677436829,0.5341389179229736,-0.10722237080335617,0.6856120824813843,0.5207105875015259,-0.07334619015455246,0.7770898342132568,0.5126556158065796,-0.18568798899650574,0.6577656865119934,0.5765349864959717,-0.18750883638858795,0.6777133345603943,0.6033372282981873,-0.11468714475631714,0.709089994430542,0.5826756954193115,-0.08226025849580765,0.7816526293754578,0.6001316905021667,-0.21419507265090942,0.6876971125602722,0.6383036375045776,-0.21080981194972992,0.6995706558227539,0.6545854806900024,-0.18272556364536285,0.727144181728363,0.6416268348693848,-0.18057328462600708
thumbs up,0.759979248046875,0.6644618511199951,-6.361101259244606e-05,0.6995297074317932,0.5460690259933472,0.000168231112184003,0.6738086938858032,0.3990979790687561,-0.027525000274181366,0.6616203784942627,0.27656763792037964,-0.049290675669908524,0.6542454361915588,0.17582041025161743,-0.054550591856241226,0.7362557053565979,0.34930095076560974,-0.13797743618488312,0.6256803870201111,0.40707436203956604,-0.14787372946739197,0.6381861567497253,0.46220168471336365,-0.10094534605741501,0.6728498935699463,0.45059293508529663,-0.0796637088060379,0.7606511116027832,0.42705023288726807,-0.16108255088329315,0.6324209570884705,0.4887191355228424,-0.17591744661331177,0.6506966948509216,0.5288006067276001,-0.11097308248281479,0.6829964518547058,0.5191813707351685,-0.0794449970126152,0.7728773355484009,0.5113548636436462,-0.18279238045215607,0.6490646004676819,0.5774490833282471,-0.18218739330768585,0.6722193956375122,0.6018257737159729,-0.11040551215410233,0.7056351900100708,0.580541729927063,-0.07741896063089371,0.7751672863960266,0.5989581942558289,-0.20933006703853607,0.681652307510376,0.6404753923416138,-0.20716911554336548,0.6946138143539429,0.6575048565864563,-0.1803879588842392,0.720955491065979,0.644498884677887,-0.17782683670520782
